Solving a Hash Puzzle: Finding a Nonce for a Specific Hash Value|Let's consider a puzzle to illustrate how it works. The shortened hash value of Hello World! is 7F83B165. But what data combined with Hello World! would result in a hash value with three leading zeros? So, the riddle is: Find the nonce, that together with Hello World! results in a hash value starting with three leading zeros. The Nonce 614 solves the puzzle. If the restriction had been to find a hash value with a leading zero, the puzzle would have been solved after just four steps.
Understanding Hash Puzzle Difficulty: The Key to Challenging Computer Systems|The requirement that the hash value meet a certain restriction is the core of the hash puzzle. Therefore, neither the restriction nor its description is arbitrary. Instead, the restriction used by hash puzzles is fixed, allowing computers to challenge other computers with hash puzzles.  In the context of hash puzzles, the restrictions are often referred to as difficulty or level of difficulty.
Decoding Hash Puzzle Difficulty: Unveiling the Significance of Leading Zeros|The difficulty is expressed as a natural number and refers to the number of leading zeros that the hash value must have. So, a difficulty of 1 means that the hash value must have (at least) a leading zero, while a difficulty of 10 means that the hash value must have at least 10 leading zeros. The higher the difficulty level, the more leading zeros are required and the more complicated the hash puzzle.
Proof of Work: Unveiling the Role of Hash Puzzles in Blockchain|Hash puzzles can only be solved by trying them out, which requires a lot of computing power and thus a lot of time and energy. The difficulty level directly affects the average number of attempts required to find a solution, which in turn affects the computing resources or the time required to find the solution. In the context of blockchain, hash puzzles are often   referred to as proof of work because their solution proves that someone has done the work needed to solve it.
Securing Ownership and Exclusivity: Identity and Access Control in Blockchain|The blockchain must uniquely identify participants and assets and ensure that only the rightful owner can access their property. The blockchain is a peer-to-peer system that is open to all. Anyone can connect and provision computing resources or send new transaction data to the system. However, it is not desirable for everyone to access the asset that is assigned to the account managed by the blockchain. An essential feature of private property is its exclusivity. The right to transfer ownership to another account is limited to the owner of the account who hands over ownership.
Public and Private Keys: Ensuring Account Security in Cryptography|The idea of cryptography here is that a public key is used to identify the owner of an account, while access to the account is limited to those people who have the corresponding private key. In cryptography, we use the terms encryption and decryption to protect or remove data. Encrypted data is called encrypted text. What happens if someone tries to decrypt an encrypted text with an incorrect key? The result is a useless pile of numbers, letters, and characters that in no way represent the data that has been encrypted.
Asymmetric Cryptography: The Power of Key Pairs and Message Encryption|Asymmetric cryptography always uses two complementary keys. However, this has a trick: encrypted text created with one of these keys can only be decrypted with the other key and vice versa. Let's say es gives two keys: a yellow and a red key. Together they form the pair of corresponding keys. The original message is encrypted with the yellow key that provides the encrypted text represented in the left blue box.
The Duality of Keys: Flexibility and Limitations in Asymmetric Cryptography|The original message can also be encrypted with the second (red) key, resulting in a different encrypted text displayed in the right blue box. The trick with asymmetric cryptography is that you can't decrypt encrypted text with the key it was created with. The decision as to which key to use for encryption and which to use for decryption is up to  the members. You can change the roles of the keys for each new data element that you want to encrypt. However, you must always have both keys for encryption and decryption.  If you only have one of the keys, the possibilities are limited.
Unveiling the Divide: Encryption and Decryption in Asymmetric Cryptography|You can only create an encrypted text at a time by looking at the key to the data.  However, it cannot be decrypted because the corresponding key is not available.  However, one can decrypt the encrypted text created with the corresponding counterpart. Due to the asymmetric distribution of cryptographic properties, the two keys can be used to separate the group of members who are able to create encrypted text from the one that can decrypt it.
Cryptography in practical use: Private and public keys|In cryptography in practice, there are two keys, the private key and the public key.
Getting Started with Asymmetric Cryptography: Key Creation and Distribution|The first steps that must be taken with any application of asymmetric cryptography are: Create a pair of complementary keys using cryptographic software. One key becomes the public key, the other one becomes the private key. A specific member keeps the private key to himself, that passes the public key to all other members.
Secure Communication: Public-to-Private Key Encryption in Asymmetric Cryptography|There are two general ways to use the key pair that differ in the direction in which the data flows: public to private. private to public. Public to private: Using asymmetric cryptography here is about sending information to the owner of the private key in a secure way. It works because anyone can create text encrypted with the public key, but only the owner of the private key can decrypt that text and read the message.
Verifying Authorship: Private-to-Public Key Decryption in Asymmetric Cryptography|Private to public: The use of asymmetric cryptography in this direction is about proving authorship. It works because anyone can use the public key to decrypt encrypted text created with the corresponding private key. the fact that encrypted text created with the private key can only be decrypted with the appropriate public key serves as proof that the owner of the corresponding private key has encrypted the message.
Utilizing Asymmetric Cryptography in Blockchain: Account Identification and Transaction Authorization|The blockchain uses asymmetric cryptography to achieve two goals: Identify accounts: User accounts are public cryptographic keys. Authorize transactions: The owner of the account that hands over ownership creates an encrypted text with the corresponding private key. This encrypted text can be validated using the appropriate public key. This is the number of the account that hands over ownership.
Digital Signatures in Blockchain: Ensuring Ownership and Secure Transactions|The blockchain must ensure that only the owner of one account can transfer the associated asset to other accounts. The transfer of ownership is based on a digital security measure corresponding to the handwritten signature and serves the same purpose: Identify an account, Instruction of the owner, which relating to the content of the corresponding transaction and Approval of the execution by adding the data to its transaction history.
Digital Signatures: Ensuring Authenticity and Detecting Fraud in Blockchain|Digital signatures use cryptographic hashing and the flow of information from private to public asymmetric cryptography. The digital signature deals with the following three processes: Create Signature. Validate data using the signature. Identify fraud using the signature
Securing Data Transmission with Digital Signatures: An In-depth Look|Suppose you want to send Schmalkalden in an authorized manner. You write Schmalkalden, create the hash value of this text (216B62CD) and encrypt it with your private key. The encrypted text of the hash value of your message is your digital signature. It is unique in two ways: First, the message can be uniquely traced back to you because you created it with your unique private key. Secondly, it is unique in terms of text because it is based on the digital fingerprint of the message. Both the message and the digital signature are combined in one file.
Verifying Message Authenticity with Digital Signatures: A Step-by-Step Process|Anyone can now check if you have authorized this message by using your public key. The process begins with the message (Schmalkalden). The recipient of the message first calculates the hash value of the message himself, which results in the value 216B62CD. The recipient of your message then decrypts the attached, encrypted text (the digital signature) with your public key. This results in a value of 216B62CD, which is the hash value of this version of your message. The comparison of both hash values completes the check.
Digital Signature Verification: Ensuring Message Integrity and Authenticity|Since both hash values are identical, the recipient can correctly conclude that you signed the message because, firstly, they were able to decrypt the signature with your public keys, and secondly, the message body encountered is indeed the one you wanted to send, since the decrypted text is identical to the hash value of the message.
Detecting Message Tampering: Verifying Message Integrity with Digital Signatures|In the same way that you verify the authenticity of the message, you can determine if your message has been modified: The recipient of the message (or anyone who was able to intercept the message) himself creates the hash value of the modified message (Schmalkladen), which gives the value 898272F7. The recipient of your message then decrypts the digital signature with your public key. This results in 216B62CD as the hash value of the version of the message you wanted to send.
Message Integrity Verification: Detecting Unauthorized Modifications using Digital Signature|The comparison of both hash values shows that they are not identical. This indicates that the message is not your message. Therefore, anyone may find that you have not authorized this message.
Authorization of transactions|By signing and verifying transactions, the transfer of ownership in blockchain is authorized.
Digital Signature Generation: Ensuring Secure Transaction Authorization|To create a digital signature for a transaction, the owner of the account transferring ownership performs the following steps: Description of the transaction with all the necessary information such as the account numbers involved and the transfer amount. Creation of the cryptographic hash value of the transaction data. Encryption of the hash value of the transaction data with the account holder's private key. Linking the transaction to the encrypted text created under point 3 as a digital signature.
Digital Signature Verification: Ensuring Secure Transaction Validation|To verify a transaction, the following steps must be performed: Creation of a hash value of the transaction data to be verified with the exception of the signature. Decryption of the digital signature of the transaction in question with the account number to transfer ownership. Comparison of the hash value of step 1 with the value obtained in step 2. If both are identical, the transaction is authorized by the owner of the private key, which corresponds to the account transferring ownership, otherwise it will not be authorized.
Key Elements of Digital Signatures for Transactions|Digital signatures of transactional data consist of the following elements: Cryptographic hash values of transaction data. Encrypted text that can be traced back to the corresponding private key of an account.
Unique Characteristics of Digital Signatures in Public-Private Key Cryptography|Due to the fact that cryptographic hash values can be considered digital fingerprints, they are unique to each transaction. An essential feature of public-private key cryptography is that encrypted  text created with a key can only be decrypted with its corresponding counterpart.  The assignment of both keys is unique. With this property, digital signatures can serve as proof that the owner of the private key used to create the digital signature actually agrees with the content of the transaction.
Preserving Transaction Order and Ensuring Data Integrity in Blockchain|The challenge is to store all transaction data that has ever taken place in such a way that the order in which the transactions took place is preserved and changes to the data are detected quickly and easily. The rapid detection of changes is important to prevent manipulation of the transaction history.
How Blockchain Detects and Prevents Transaction Manipulation through Hash Reference Renewal|How to detect the manipulation of a transaction? Changing data anywhere on the blockchain requires the renewal of all hash references, starting with the one that directly references the manipulated data and ending with the head of the entire blockchain as well as all hash references in between.
The Impact of Transaction Modification on the Validity of the Blockchain|What happens if transaction 2 is changed? This transaction is part of a Merkle tree consisting of various hash references. By changing some properties of transaction 2 (e.B. the quantity of goods transferred or the account receiving ownership), the fingerprint or cryptographic hash value is also changed. As a result, the hash reference Ref TA2, which pointed to the original transaction data, is corrupted. It is noted that the originally stated transaction data has been changed in the meantime. As a result, the entire blockchain is invalid.
The Impact of Hash Reference Changes on the Integrity of the Merkle Tree in a Blockchain|What happens when you change not only details of a transaction, but also the hash reference that points to the updated transaction? The updated hash reference (Ref TA2) is valid because it correctly references the new transaction data. However, the updated hash reference is part of a Merkle tree whose root is also a hash reference. The root of the Merkle tree (Ref TA12) points to a data element that contains the hash references Ref TA1 and Ref TA2.
The Consequences of Hash Reference Modifications on the Integrity of the Merkle Tree in a Blockchain|The latter has been modified to match the manipulated version of Transaction 2. Therefore, the cryptographic hash value of the data containing the updated version of RefTA2 also changes, which in turn invalidates the root of the Merkle (partial) tree (Ref TA12).
The Impact of Transaction Replacement and Hash Reference Changes on the Integrity of the Merkle Tree in Blockchain|Replacing a transaction and its hash references in the Merkle tree invalidates the trunk of the Merkle tree, invalidating the entire data structure. Similar to the example above, the root of the Merkle tree Ref TA12 is invalid due to changes that have occurred within the Merkle tree. Therefore, we find that changing a transaction or replacing a transaction will have the same impact on the blockchain data structure. The manipulation is detected in both cases and invalidates the entire data structure.
The Invalidating Effect of Merkle Structure Changes on Blockchain Data Integrity|Changing a Merkle structure invalidates the hash reference that points to the block header that contains it, which in turn invalidates the entire data structure.
Effects of Hash Reference Replacement on Blockchain Data Integrity|Replacement of an entire subtree and its references. Changing a hash reference within a block header invalidates the hash reference that refers to the edited block header, which in turn invalidates the entire data structure.
How to Ensure Data Integrity when Modifying Transactions in the Blockchain|How to properly replace a transaction? The blockchain takes a radical all-or-nothing approach when it comes to changing its data: either you change the entire data structure completely from the point that causes the change to the head of the entire chain, or you better leave it completely unchanged. Properly modifying a transaction entails changing all subsequent hash references. If we consider changing or updating some details of transaction 2, we will then need to update the entire sequence of hash references: Ref TA2, Ref TA12, Ref Block 1 and Ref Block 2.
The Importance of Maintaining Data Integrity in the Blockchain through Proper Modification Procedures|This means that all hash references, starting with the one that points directly to the edited data, and the hash reference, that points to the last block header, as well as all hash references in between, must be changed and updated so that they correctly reflect the changes. This is a rather complex task. All these changes are necessary to keep the entire blockchain data structure consistent and maintain its integrity. All other attempts to modify or manipulate data result in invalid hash references, which in turn invalidates the entire data structure.
Decentralized Trust and Consensus in Blockchain Applications|Blockchain creates consensus and trust between actors who may not know each other at all. In a blockchain application, actors exchange assets such as money, property, services or certificates without a central authority on the authenticity of the exchange actions. This greatly speeds up the processing of the corresponding transactions and paves the way for a completely new generation of transactional applications, especially if consensus can be reached automatically. Instead of a central authority, all actors in the peer-to-peer network of the blockchain application confirm the authenticity of the exchange actions. This joint confirmation is called consensus.
Automated Consensus Mechanisms in Blockchain: Agreement, Closing, and Validity|Whether a transaction is valid is therefore decided by the majority of actors. However, not all actors are asked for their opinions. The consensus should be reached automatically. There are several mechanisms for designing and implementing an automated consensus. In principle, any actor can propose a transaction that is posted to the ledger. At a certain point in time, however, only one transaction is selected for posting. All honest actors agree on which transaction was selected (agreement), all honest participants finally learn which was the selected transaction (closing) and that the selected transaction was considered valid (validity).
Protective Measures in Blockchain: Accounting for Dishonest Actors and Complexity of Manipulation|The protocol of the accounting takes into account that some actors are honest and follow the protocol, while others are dishonest and deviate from the protocol, as in real life, when many people participate in a common cause. A blockchain is open to any actor. But even if it weren't open to every actor, we can't assume that we can trust everyone in the user community. The protective mechanism that offers itself here is to make any kind of manipulation immensely complex.
Principles of Blockchain Technology: Immutable Transaction History and Computational Intensity|In blockchain technology, this is achieved through three principles: Storage of a transaction history in such a way that even the smallest changes to the history are noticed and noticed. Even inserting the smallest detail forces much of the transaction history to be rewritten. Adding, writing, or rewriting data to the transaction history is extremely computationally intensive.
Immutability and Consensus in Blockchain: Detecting Changes and Reaching Consensus|In the previous chapter, it was explained that any change to a transaction also entails a change in its hash value, which is immediately widely visible to all actors. The all-or-nothing principle of blockchain technology requires that even the smallest changes to transaction data require the redesign of the entire Merkle tree, including all the necessary hash puzzles. This makes every change attempt immensely expensive. In a blockchain, actors must repeatedly be able to reach consensus in order to record a transaction (or series of transactions) on the ledger. Usually, the consensus is organized in discrete rounds, in which the participants start the round r + 1 after the round r comes to a close.
Consensus in Blockchain: Proof-of-Work and Consensus by Difficulty|One could assume that a consensus is reached if the majority of actors agree to the decision to attach a particular transaction to the blockchain. A block would be accepted if 51% of the actors agree with this block. However, this is nonsense, as you can never know exactly how many actors are currently on the net. In the blockchain world, the actor is considered a recognized representative of the majority of all actors, who first solves the hash puzzle with a given level of difficulty, i.e., determines the hash value with the given number of leading zeros.
Ensuring Trust and Security: Challenges in Blockchain Community Entry|The mechanism that the actor who solves the hash puzzle represents the majority and is thus allowed to propose a transaction for posting to the ledger is called Proof of Work (PoW).  An actor has to do elaborate and provable work so that he can propose one or more transactions. Basically, in a blockchain community, the same problem arises as when organizing a street gang: how to ensure that someone who wants to join the gang is not a plainclothes police officer, detective, or just a free rider?
Costly Signaling: Proof of Work in Blockchain Consensus|Here, what sociologists call costly signaling is used as an exam: the candidate has to do something expensive and difficult, such as robbing a shop or getting a gang symbol tattooed. Then he is considered trustworthy. In the blockchain world, costly signaling is commonly referred to as proof of work (PoW). In PoW, consensus is reached by holding a lottery among the players to decide which transaction to append next to the ledger. Buying a lottery ticket is a form of costly signaling because it is expensive: expensive in terms of time and energy expenditure. Especially in the PoW lottery, players compete to solve a puzzle. The first actor to solve the puzzle wins the consensus and selects the next block to attach to the ledger. If this block is valid, this actor will also receive a reward, but the other actors will receive nothing and will have to start a new puzzle. Therefore, the work to solve the riddle is adequately remunerated. This wage is intended to compensate for the energy applied (and the use of special hardware) and also to enable a profit. It consists of the current Block Reward, i.e., the salary for writing a new block into the blockchain, and the agreed transaction fees.
Protocol Criteria for Valid Transaction Sequence: Longest Chain vs. Heaviest Chain|Therefore, the idea arose to define a protocol for determining the valid transaction sequence based on the computational effort. Two criteria can be used for this: The criterion of the longest chain. The criterion of the heaviest chain
Consensus on Initial Blockchain Version: Starting Point for Distributed System Actors|The criterion of the longest chain. The criterion of the longest chain is based on the idea that the blockchain data structure, which includes the most blocks, represents the greater computational effort. Let's look for a starting point in which all actors of a distributed system have agreed on the same version of an existing blockchain:
Consensus on Block Addition: Majority Agreement on Block Order in Blockchain|Each of the boxes represents a block marked with a shortened hash value. The arrow pointing from one box to another represents the hash reference that links a block header to its predecessor. In this initial situation, all actors agree on a history of the transaction data and strive for an extension of the existing chain by another block, which refers to block A397 as its predecessor. If a transaction is now proposed for accounting, a new block is written for the blockchain. The following order is the one that the majority of actors will find once the new block has been added.
Delayed Block Transmission: Minority Actors Catching Up with the wrong block|Due to a delay in the transmission of messages, a minority of actors have not yet received block AB12. Therefore, they are still trying to extend the original chain. In the meantime, an actor proposes a new transaction for accounting. Its new block has a hash value of DD01 and is passed to the other actors. The majority of the actors receive both block AB12 and block DD01 as new blocks.
Blockchain Fork: Divergence of Chains with Equal Lengths Based on Different Predecessors|As a result, the majority of actors have a blockchain, which now consists of two branches on a common trunk. In such a situation, the criterion of the longest chain does not give a clear result, since both chains have the same length. Some actors may try to find a new block that points to block AB12 as its predecessor, while other actors may try to find a new block that points to block DD01 as its predecessor.
Simultaneous Block Validation: Multiple Blocks Extending the Same Predecessor|Suddenly, the majority of actors receive two new blocks, BB11 and CCC1, both of which refer to block AB12 as their predecessor. This can happen when two actors complete the proof of work (or other authorization) for their blocks almost simultaneously.
Multiple Branches in Blockchain: Ambiguity in Longest Chain Criterion|The result of incorporating these two new blocks into the blockchain is a data structure that contains three branches. One of the branches consists of only three blocks, while the other two consist of four blocks. The criterion of the longest chain clearly excludes the shortest chain. However, the criterion of the longest chain does not give a clear result during this, as it gives two chains of the same length. As a result, some actors may try to find a new block that refers to block BB11 as its predecessor, while other actors may try to find a new block that refers to block CCC1 as its predecessor.
Resolution of Conflicting Versions: Longest Chain Criterion Establishes Consensus|Finally, a new block is entered, referring to block BB11 as its predecessor, resulting in the following blockchain. It contains many conflicting versions of the transaction history, but the criterion of the longest chain gives a clear result, namely the chain, which consists of blocks 0101 → BB11 → AB12 → A397 → 33FF. The majority of actors and eventually all actors in the system now use this chain to clarify ownership-related requirements that are mapped in transactions. They strive to expand this branch by finding a new block that points to block 0101 as its predecessor.
Determining Validity: The Heaviest Chain Criterion in Dynamic Difficulty Blockchain|The criterion of the heaviest chain. Blockchain applications rarely use a consistent level of difficulty for the puzzle to be solved when a new block is to be added to the blockchain data structure. Instead, they usually determine the difficulty level dynamically, which distinguishes the blocks in terms of the computational effort spent on adding them to the blockchain.
Weighted Chains: Evaluating Computational Effort in Blockchain with the Criterion of Cumulative Difficulty|The criterion of the longest chain is based on the idea that the path containing the most blocks represents the greatest computational effort. With heterogeneous difficulty levels, however, the longest path is not necessarily the one that represents the greatest computational effort. For each path, the computational effort required for this can be set to add up the difficulty of all associated blocks. This value can be calculated using the fact that the block header contains the difficulty level of its hash puzzle. The cumulative difficulty level of a path is often referred to as its weight.
Heaviest Chain: Selecting Blockchain Paths based on Cumulative Difficulty|The longest chain (the path from root 33FF to leaf 0101) has a weight of 5, while the second longest chain (the path from root to leaf CCC1) has a weight of 6. Blockchains that include the level of difficulty use the criterion of the heaviest  chain, in this case the second chain is chosen.
Selecting a Chain: Consequences and Outcomes|Following the selection of a chain. Selecting a particular chain from conflicting versions and determining it as the authoritative order has the following consequences: Orphaned blocks. Reclaimed renumeration. Clarification of ownership. Preparation of transactions. A growing common tribe. Robustness against manipulation
Orphaned Blocks: Abandoned Paths in the Blockchain Tree|Orphaned blocks. The growing blockchain looks like a tree whose branches reflect different versions of the transaction history. Applying a selection criterion (longest or heaviest chain) actually means selecting a path of that tree and setting it as the authoritative version of the transaction data history. All blocks in the tree-shaped data structure that are not part of the authorized path are abandoned by the actors and called orphaned blocks.
Abandoning Blocks: Selection Criteria in Blockchain Consensus|For example, if the criterion of the longest chain is applied to the situation shown again in the previous slide, the blocks DD01 and CCC1 are not part of the longest chain and are abandoned. If the criterion of the heaviest chain is applied to the last situation shown here again, blocks 0101, BB11 and DD01 are not part of the authorized chain and are therefore abandoned.
Reclaimed Remuneration: Handling Invalid Blocks in Blockchain|Reclaimed renumeration. Orphaned blocks are useless for the transfer of assets because they do not belong to an authorized chain. As a result, the remuneration is reclaimed by the actor who created and submitted it. If a block added to the blockchain is later identified as invalid or unusable, that block, as well as any subsequent blocks, will be logically removed from the blockchain and the compensation awarded for adding it will be reclaimed from the appropriate actor.
Clarification of Ownership: Valid Transactions in the Authorized Chain|Clarification of ownership. It is assumed that only transactions that are part of the authorized chain have taken place. Only they are used to clarify property-related claims. Orphaned blocks are not part of the collectively authorized chain. Therefore, they are treated as if they had never taken place, and they are considered not to have taken place in the settlement of property-related claims.
Processing Orphaned Transactions: Giving Another Chance to Unconfirmed Data|Processing of orphaned transactions. Transaction data that are part of orphaned blocks was originally submitted with the goal of adding it to the transaction history. The fact that they are treated as if they never happened was never planned in advance. Rather, it is the result of the randomness of the proof of work and its role in building the blockchain. Transaction data that unfortunately ended up in orphaned blocks is given another chance to become part of the authorized transaction history by reprocessing it and later adding it to the blockchain.
Ambiguous Common Trunk: Multiple Longest Chains in Blockchain|Ambiguous common trunk. Applying a selection criterion does not always lead to a clear result. For example, in situations like the one in the first two situations above (shown here gaian) , there is more than one longest chain. In these situations, the blockchain has two paths of equal length starting from a common root. The common trunk consists of only two blocks that form a short chain A397 → 33FF. Later, the common trunk already consists of three blocks that form the chain AB12 → A397 → 33FF and contains the common trunk of the previous situation.
Determining the Next Block: Decision-Making in Blockchain|Even if a selection criterion yields ambiguous results, the conflicting, versions of the transaction history result from a less ambiguous common root. The deeper the blockchain, the less ambiguous the decision as to which is the longest chain. Consider the situation where the criterion of the longest chain does not give a clear result: BB11 & CCC1 → AB12 & DD01 → A397 → 33FF. As we see in the next situation, the next block (0101) added to the blockchain determines whether block BB11 or CCC1 is either part of the longest chain or is abandoned instead. But who decides that the next block to be added to the blockchain will reference block BB11 as its predecessor and therefore to abandon block CCC1?
Actor's Decision: Influencing Blockchain Branches|The surprising and perhaps disappointing answer is: coincidence. Actors are free to decide which branch they want to expand. The actor who solves the puzzle of a new block first decides which of the conflicting branches will be expanded and which blocks will be abandoned.
Robustness: Computing Power and Blockchain Security|Robustness against manipulation. The path of the tree-shaped blockchain data structure that represents the greatest computational overhead is the authorized version of the transaction history. Setting up and maintaining the authorized path is just a matter of controlling most of the computing power of the entire system. This fact is the basis for the robustness of the blockchain. As long as honest actors have the most computing resources of the entire system, the path they manage grows the fastest and surpasses all competing paths.
Resistance to Attack: Majority Computing Power in Blockchain Security|To manipulate an inner block, an attacker would have to repeat the proof of the work of that block and then the hash puzzle of all subsequent blocks, and then catch up with and overtake the path maintained by the honest actors.
Robustness Against Manipulation: Majority Computing Power in Blockchain Security|However, it is impossible for any attacker who has less computing power than the majority to take a new path, catching up with and overtaking the path taken by the majority. Therefore, any attempt to set up a new authorized path that contains fraudulent transactions will be overtaken and rejected by the path maintained by the honest majority. As a result, the history of transactions managed by the system is robust against manipulation.
Exploring Design Parameters and Application Perspectives in Blockchain Technology|The smart contract is the essential core of a blockchain. It determines which actors are involved in which transactions and how, and regulates how the transfer of property, information, etc. takes place. This chapter explains some design parameters that should be considered when developing blockchain applications (public versus private blockchain, transparency versus privacy, and a few more). A small case study explains the design of a blockchain application. Application examples and design sketches show how this still young technology is currently being implemented in practice and which application perspectives already exist.
Building Trust and Transparency with Blockchain Technology|A blockchain is a distributed, shared, and digital ledger that records the timing of validated facts. These facts can refer to tangible and intangible objects, to money or simply to information. As part of this digital system of recording, each transaction and its details are validated and then recorded in a network of computers. Anyone who has access to the distributed ledger can view this information. All actors on the network agree on the accuracy of the transaction data before the block is replicated, shared, and synchronized between the distributed locations.
Revolutionizing Trust and Collaboration with Blockchain Technology|At a time when trust is elusive, the appeal of blockchain technology is increasing as it provides a way to confirm, validate, and authenticate values and events. For this reason, vertical (e.g. banking, manufacturing and insurance) and horizontal business lines (departments such as accounting, fulfillment, supply chain and shipping) are linked together via blockchains. As we already know, a blockchain is a type of distributed ledger or ledger that uses encryption techniques for the permanent and forgery-proof recording of transaction data. This data is kept distributed in a peer-to-peer network. Each transaction is checked for validity by means of a consensus. 
Empowering Transactions with Smart Contracts|A smart contract is a computer protocol that determines interactions between actors in any type of blockchain. It sets out the rules and conditions under which a transaction or exchange is considered valid.
Smart Contracts: Beyond Traditional Legal Contracts|From a legal point of view, a smart contract is not necessarily a contract consisting of two corresponding declarations of intent (offer and acceptance of the offer). A smart contract, on the other hand, is merely a software-based protocol that entails other agreed protocol steps when a previously defined condition occurs. Actually, a smart contract is a process for documenting a contract. One of the essential characteristics of smart contracts is the unstoppability of once programmed processes after conditions have occurred.
Public vs Private Blockchain: Choosing the Right Path|Public versus private blockchain. Distinguishing between a public blockchain system (without access permissions) and a private (permissoned) blockchain system (with access authorization), where participants have reliable identities and only verified members of the network can participate, is crucial to designing a blockchain application. Private blockchains are better suited for business applications, especially in regulated industries, such as the financial or energy sectors. They are based on customer knowledge and regulatory requirements. The lack of complicated PoW makes private blockchains less energy-intensive.
Public vs Private Blockchain: Exploring Different Trust Models|Public (permissionless) blockchains (without access permissions)are attractive to applications such as Bitcoin, which are designed to ensure that no one can control who can participate, and that actors want to remain anonymous and may not be anxious to reveal their identity. Bitcoin's PoW was a real innovation that set the entire blockchain technology in motion. Eligible blockchains have evolved as an alternative design of a blockchain between a group of well-known actors. An empowered or private blockchain offers the opportunity to secure interactions between a group of actors who share a common goal but do not fully trust each other.
Identity and Consensus: The Role of Actors in Blockchain Trust Models|A legitimate blockchain relies on the identity of its actors and can therefore use the traditional Byzantine fault-tolerant (BFT) consensus. Permissionless or public blockchains offer a platform for new business models. However, by definition, they are based on a very computationally intensive computational model to ensure transaction integrity.
Clearing House: Mitigating Trust Issues in the Banking Sector|Example from the financial sector: The establishment of the clearing house in the banking sector was created because banks do not fully trust each other, thus reducing the risk of an actor not complying with its conditions between transactions.
Efficient and Secure: Proof-of-Authority (PoA) Consensus Mechanism|For private blockchains, a number of consensus mechanisms have been developed as an alternative to energy-intensive proof-of-work: Proof-of-Authority (PoA): is a consensus mechanism that works more efficiently and maintains BFT. The authorizations for the handling of transactions are assigned by a central authority. This approach is particularly interesting when business processes are determined by government or similar regulations. The central authority is accountable to regulators and therefore has a strong interest in compliance and data security and integrity in the blockchain.
Efficient and Trustworthy: Proof-of-Stake (PoS) and Proof-of-Honesty (PoH) Consensus Mechanisms|Proof-of-Stake (PoS): is a similar approach that does not require mining. The authorizations for transaction handling are assigned randomly. For example, an actor can be randomly selected to process transactions in a 60-second window before randomly selecting a new actor. Proof-of-honesty (PoH): is an approach similar to PoA, but the authority is placed on a small circle of honest actors who assign the permissions to handle transactions among themselves. 
Design Parameters for a Blockchain System: Openness and Distributed Coordination|Design parameters for a blockchain system A blockchain is a purely distributed peer-to-peer system where any actor can read the transaction history and add new transaction data to the collectively managed ledger. The openness and lack of any form of central control and coordination are the basis of the system. They enable the actors on the Internet to act as independent witnesses to clarify property issues.
Technical Limitations of the Blockchain: Privacy, Security, Scalability, Cost, Centralization, Flexibility, Critical Size|Technical limitations of the blockchain. The main technical limitations of the blockchain are: Lack of privacy; The Security Model; Limited scalability; High costs; Hidden centrality; Lack of flexibility; Critical size
Transparency and Privacy in the Blockchain: Balancing Trust and Confidentiality|Lack of privacy. The blockchain is a distributed peer-to-peer ledger that keeps the entire history of transaction data open to anyone who has access to the blockchain. All transaction details such as actor, assets or money that was transferred to what extent and when is visible to all. This is necessary so that each actor can identify an owner beyond doubt and verify new transactions. The lack of privacy is therefore an essential element of the blockchain. Without this level of transparency, the blockchain could not fulfill its duty.
Securing the Blockchain: The Role of Asymmetric Cryptography|The Security Model. The blockchain uses asymmetric cryptography to identify and authenticate actors and authorize transactions. Account numbers on the blockchain are actually public cryptographic keys. Only the person who has the appropriate private key can access the property associated with an account. Only transaction data that contains a digital signature created with the appropriate private key is valid and can transfer ownership from one account to another.
Private Key Security: Safeguarding Blockchain Assets|The private key is the only security tool that authorizes the rightful owner. Once an account's private key is intentionally, accidentally, or leaked to another user due to data theft, the security of that single account is no longer guaranteed. There are no additional security measures in place to protect the property associated with an account number.
Challenges of Scalability in Blockchain Technology|Limited scalability. The blockchain is a peer-to-peer system designed to achieve two goals: First, all users can add new transaction data to the collectively managed history. On the other hand, it ensures that the history of the transaction data is protected against manipulation or falsification. The blockchain balances both goals by using an immutable data structure that contains only attachments and that requires the solution of a hash puzzle every time a new block is added.
Scalability Challenges in Blockchain: Balancing Security and Processing Speed|Solving this puzzle is intentionally time-consuming. Insisting on solving the hash puzzle is one way to make the manipulation of the transaction history unjustifiably complex. Unfortunately, this security measure is accompanied by a reduced processing speed and thus a limited scalability. This property of blockchain is seen as a serious hurdle for use in application areas that require high processing speed, high scalability and high data throughput.
The Cost Factor in Blockchain: Balancing Security and Efficiency|High costs. Solving the hash puzzle is intentionally computationally intensive. It is the security measure that makes the history of transaction data immutable. This proof is expensive. Thus, there are costs for the entire blockchain. The amount of these costs depends on the difficulty of the puzzles.
Unveiling Hidden Centrality in Blockchain: From Democracy to Concentration of Computing Power|Hidden centrality. The need to solve a puzzle for each block added to the blockchain data structure, and the rules for distributing rewards that contribute to the integrity of the system, lead to an arms race between actors in terms of their computing power. The supposedly large and democratic group of actors who together maintain the integrity of the system eventually become a very small group of actors who have enormous computing power, often in the form of specialized hardware.
